ISBN,Імʼя автора,Жанр книги,Мова,Мова оригіналу,Назва видавця,Назва книги,Оригінальна назва,Перекладач,Рік видання
978-617-12-8893-5,С. Кінг,Сучасні автори,українська,англійська,КСД,Необхідні речі,Needful Things,В. І. Куч,2021.0
978-617-15-0710-4,Ребекка Яррос,Фентезі,українська,англійська,КСД,Залізне полум’я. Емпіреї. Книга 2,Iron Flame,"Горват Богдан, Манько Олексій",2024.0
978-966-4482-65-0,Люсі Фолі,Детективи,українська,,Видавництво Старого Лева,Паризькі апартаменти,,,2024.0
978-617-7807-14-7,С. Жадан,Сучасні автори,українська,,Meridian Czernowitz,Усі вірші. 1993-2023,,,2024.0
978-617-12-7652-9,А. Крісті,Детективи,українська,англійська,КСД,Убивство на полі для гольфу,The Murder on the Links,А. К. Ящук,2020.0
978-617-12-9148-5,А. Азімов,Фантастика,українська,англійська,КСД,Фундація та Земля. Книга 5,Foundation and Earth,Н. В. Гриценко,
978-966-982-098-3,С. Тертон,Сучасні автори,українська,,Віват,Сім смертей Евелін Гардкасл,,,2020.0
978-617-8373-28-3,Л. Дж. Шен,Романтична проза,українська,,Видавництво РМ,Розбитий лицар,,,2024.0
978-617-8109-88-2,,Комікси та манґи,українська,,Наша Ідея,Вітаємо в кото-кафе,,,2023.0
978-617-8120-57-3,Аткінсон К.,Сучасні автори,українська,,Наш формат,За лаштунками в музеї,,,2023.0
978-617-12-9330-4,С. Кінг,Фентезі,українська,англійська,КСД,Воно,IT,,
978-617-8280-17-8,Л. Дж. Шен,Сучасні автори,українська,,Рідна мова,І де був той розум?,,,2023.0
978-617-8299-06-4,Ф. Флорес,Фентезі,українська,,Лабораторія,Відьма і вампірка,,,2023.0
978-617-7756-80-3,"Алеш Кот, Пйотр Ковальський",Комікси та манґи,українська,,Malopus,Bloodborne. Том 3. Вороняча пісня,,,2023.0
978-617-12-6834-0,М. Кідрук,Сучасні автори,українська,,КСД,Бот,,,2020.0
978-966-266-504-8,Н. Гербіш,Романтична проза,українська,,Брайт Букс,Теплі історіії до шоколаду,,,2023.0
978-617-12-6696-4,Н. Гурницька,Сучасні автори,українська,,КСД,Багряний колір вічності,,,2019.0
978-617-12-9935-1,Наталія Чайковська,Історична та пригодницька проза,українська,,КСД,Очевидець,,,2023.0
978-966-10-8761-2,А. Кокотюха,Детективи,українська,,Навчальна книга Богдан,Таємне джерело,,,2024.0
978-966-10-6431-6,Дж. С. А. Корі,Фантастика,українська,,Навчальна книга Богдан,Експансія. Книга 1. І прокинеться Левіафан,,,2021.0
978-617-17-0248-6,Г. Ґуденкауф,Трилери та жахи,українська,,Віват,Гостя проти ночі,,,2023.0
978-617-8286-86-6,В. Е. Шваб,Фентезі,українська,,Книголав,Дует наш темний. Книга 2,,,2024.0
978-617-679-779-1,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Глиняні ноги,,,2021.0
978-617-522-045-0,Н. Натт-О-Даґ,Історична та пригодницька проза,українська,,Фабула,1794,,,2022.0
978-617-12-9797-5,С. Кінг,Трилери та жахи,українська,англійська,КСД,Довга Хода,The Long Walk,,2022.0
978-617-629-820-5,А. Дж. Кронін,Сучасні автори,українська,,Апріорі,Леді з гвоздиками. Жінка землі,,,2024.0
978-617-7914-55-5,Сара Дж. Маас,Фентезі,українська,,Nebo Booklab Publishing,Дім Землі та Крові. Місто Півмісяця. Книга 1,,,2023.0
978-617-8023-80-5,Р. Кван,Фентезі,українська,,Жорж,Вавилон. Прихована історія,,,2023.0
978-617-7756-71-1,Цукумідзу,Комікси та манґи,українська,,Malopus,Остання подорож дівчат. Том 2,,,2023.0
978-966-982-351-9,С. Джіо,Романтична проза,українська,,Віват,Бунгало,,,2021.0
978-966-982-919-1,Рейчел Смайт,Комікси та манґи,українська,,Віват,Пристрасті Олімпу,,,2023.0
978-617-7914-75-3,Дж. Ш. ле Фаню,Фантастика,українська,,Nebo Booklab Publishing,Кармілла,,,2023.0
978-617-548-182-0,Х. Д. Карлтон,Трилери та жахи,українська,,Bookchef,Переслідування Аделіни. Книга 1,,,2023.0
978-617-12-9845-3,А. Крісті,Детективи,українська,англійська,КСД,Побачення зі смертю,Appointment with death,Т. С. Микитюк,2022.0
978-617-522-194-5,Д. Корній,Сучасні автори,українська,,Фабула,Тому що ти є,,,2024.0
978-617-679-469-1,Т. Пратчетт,Фентезі,українська,,Видавництво Старого Лева,Право на чари,,,2019.0
978-617-522-112-9,Натт-О-Дагг Н.,Детективи,українська,,Фабула,1795,,,2023.0
978-617-15-0026-6,Крісті А.,Детективи,українська,англійська,КСД,"Кишеня, повна жита",A POCKET FULL OF RYE,,2023.0
978-617-548-237-7,Дж. Маррс,Детективи,українська,,Bookchef,Ув’язнені брехнею,,,2024.0
978-617-15-0383-0,І. Франко,Класична література,українська,,КСД,Захар Беркут,,,2023.0
978-617-8202-18-7,,Комікси та манґи,українська,,Lantsuta,Туалетний привид Ханако. Том 3,,,2024.0
978-617-12-0838-4,Д. Тартт,Сучасні автори,українська,англійська,КСД,Щиголь,The Goldfinch,Віктор Шовкун,2023.0
978-966-942-819-6,С. Джіо,Романтична проза,українська,,Віват,Фіалки в березні,,,2019.0
978-617-12-8126-4,А. Азімов,Фантастика,українська,англійська,КСД,Межа Фундації. Книга 4,Foundation’s Edge,Р. В. Клочко,2020.0
978-617-170-155-7,С. Тараторіна,Сучасні автори,українська,,Віват,Лазарус,,,2023.0
978-617-15-0519-3,Т. Ґеррітсен,Детективи,українська,англійська,КСД,Я знаю секрет. Книга 12,I Know A Secret,Саженюк Альбіна,2024.0
978-617-8120-58-0,Аткінсон К.,Сучасні автори,українська,,Наш формат,Життя за життям,,,2023.0
978-617-8383-11-4,Брендон Сандерсон,Фентезі,українська,,Nebo Booklab Publishing,З-імли-народжені,,,2024.0
